Gene Symbols,20-29,30-39,40-49,50-59,60-69,70-79
CICP7,0.364754098360656,0.279713114754098,0.281352459016393,0.173724954462659,0.20009254362771,0.0922131147540984
RP4-669L17.8,0,0.143312101910828,0.223885350318471,0.107239098481137,0.190764331210191,0.178343949044586
RP5-857K21.4,0.444954128440367,0.283639143730887,0.455487597689433,0.318977234114849,0.358412292575325,0.330122324159021
RP5-857K21.2,0,0,0,0,0.0150039277297722,0
MTND1P23,0,0.00390617812761041,0.00528727796606427,0.00266201531560374,0.0198786555310406,0.0032361796048139
MTND2P28,0.187617304261186,0.424629839886924,0.390114388550332,0.389882718406304,0.411622422524478,0.431841879648724
MTCO1P12,0.0984285689314618,0.0902742575468895,0.190952860952337,0.264648381037411,0.216948797021685,0.160733451030432
MTCO2P12,0.00916388973038472,0.121743411087549,0.174103085645043,0.118125626267099,0.127358326587572,0.188564071493487
MTATP8P1,0.0583081610503053,0.1264171668432,0.311855164567887,0.258983199589688,0.243280945285441,0.247106822015613
MTATP6P1,0.299630736768068,0.629681730262001,0.73059609636012,0.674112889045191,0.62556247063334,0.626481448918586
MTCO3P12,0.0393486161587923,0.0636357282639083,0.158957789736899,0.109193290944759,0.164320142059868,0.268831733606685
